notifying_member,year,vigilance_index,vigilance_index_3y_ma,intensity_core,intensity_core_per_1m,intensity_core_per_10m,intensity_scaled,intensity_scaled_3y_ma,ban_flow,banflow_scaled,banflow_scaled_3y_ma,breadth,breadth_3y_ma,breadth_vectors,breadth_targets,total_notices,tier1_count,tier2_count,tier3_count,tier1_prop,tier1_prop_3y_ma,tier2_prop,tier2_prop_3y_ma,tier3_prop,tier3_prop_3y_ma,sps_engagement,sps_engagement_3y_ma,n_regular,n_emergency,n_regular_addenda,n_emergency_addenda,n_total,cum_n_regular,cum_n_emergency,cum_n_regular_addenda,cum_n_emergency_addenda,cum_n_total,cum_total_notices,population,n_total_per_1m,n_total_per_10m,cum_total_per_1m,cum_total_per_10m,contaminants,pathogens,pests,biotechnology,plant_health,animal_health,human_health
"Korea, Republic of",2021,16.672172624312182,19.974765651084837,33.0,,,0.0,0.0,2.0,5.555555555555555,14.814814814814815,73.63864089933868,73.94790232949826,61.65414845605975,85.62313334261762,49,24,15,10,0.4897959183673469,0.461389404246547,0.30612244897959184,0.33017934446505876,0.20408163265306123,0.20843125128839415,10,10.333333333333334,2.0,1.0,42.0,4.0,49.0,165.0,35.0,623.0,64.0,887.0,887.0,,,,,,22.35,2.0,8.0,0.65,8.5,6.15,22.35
"Korea, Republic of",2022,14.149045577699582,16.775105274967895,12.65,,,0.0,0.0,0.0,0.0,6.481481481481481,70.74522788849791,72.53293378224686,64.68585722141154,76.80459855558426,26,7,8,11,0.2692307692307692,0.41173905459619736,0.3076923076923077,0.3236525379382522,0.4230769230769231,0.2646084074655503,11,9.333333333333334,0.0,0.0,26.0,0.0,26.0,165.0,35.0,649.0,64.0,913.0,913.0,,,,,,8.0,1.65,3.0,0.0,3.0,1.5,9.15
"Korea, Republic of",2023,17.054497941718186,15.958572047909982,23.05,,,0.0,0.0,3.0,8.333333333333332,4.629629629629629,70.6891563752576,71.69100838769806,66.24708941124383,75.13122333927136,33,18,8,7,0.5454545454545454,0.4348270776842205,0.24242424242424243,0.285412999698714,0.21212121212121213,0.2797599226170655,7,9.333333333333334,1.0,0.0,29.0,3.0,33.0,166.0,35.0,678.0,67.0,946.0,946.0,,,,,,12.05,2.0,9.0,0.0,9.0,1.0,13.05
"Korea, Republic of",2024,19.266433334419784,16.82332561794585,22.6,,,0.0,0.0,5.0,13.88888888888889,7.407407407407407,72.02661111654336,71.15366512676628,66.77994369270345,77.27327854038326,30,18,8,4,0.6,0.4715617715617715,0.26666666666666666,0.27226107226107227,0.13333333333333333,0.2561771561771562,4,7.333333333333333,2.0,1.0,26.0,1.0,30.0,168.0,36.0,704.0,68.0,976.0,976.0,,,,,,13.6,3.0,6.0,0.0,6.0,2.0,14.6
"Korea, Republic of",2025,16.98910436983591,17.770011881991294,10.8,,,0.0,0.0,2.0,5.555555555555555,9.25925925925926,75.22329962695733,72.64635570625275,66.51321656105894,83.93338269285572,15,8,5,2,0.5333333333333333,0.5595959595959595,0.3333333333333333,0.2808080808080808,0.13333333333333333,0.1595959595959596,2,4.333333333333333,1.0,1.0,12.0,1.0,15.0,169.0,37.0,716.0,69.0,991.0,991.0,,,,,,5.8,1.0,4.0,0.0,5.0,1.0,5.8
"Kuwait, the State of",2007,0.9722222222222221,,1.0,,,0.0,,1.0,2.7777777777777777,,-0.0,,-0.0,-0.0,1,1,0,0,1.0,,0.0,,0.0,,0,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Kuwait, the State of",2009,1.9444444444444442,1.458333333333333,2.0,,,0.0,0.0,2.0,5.555555555555555,4.166666666666666,-0.0,-0.0,-0.0,-0.0,2,2,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,3.0,,,,,,0.0,2.0,0.0,0.0,0.0,2.0,0.0
"Kuwait, the State of",2015,9.999999999999998,4.3055555555555545,0.5,,,0.0,0.0,0.0,0.0,2.7777777777777772,49.999999999999986,16.66666666666666,-0.0,99.99999999999997,1,0,1,0,0.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,4.0,4.0,,,,,,0.5,0.0,0.0,0.0,0.5,0.5,0.5
"Kuwait, the State of",2016,14.399785761933277,8.781410068792573,1.25,,,0.0,0.0,0.0,0.0,1.8518518518518519,71.99892880966638,40.666309603222125,63.663484475755425,80.33437314357734,6,0,1,5,0.0,0.3333333333333333,0.16666666666666666,0.3888888888888889,0.8333333333333334,0.2777777777777778,5,1.6666666666666667,6.0,0.0,0.0,0.0,6.0,7.0,3.0,0.0,0.0,10.0,10.0,,,,,,0.8,0.3,0.15,0.0,0.15,0.3,0.8
"Kuwait, the State of",2017,11.578370079671116,11.99271861386813,3.6,,,0.0,0.0,0.0,0.0,0.0,57.89185039835557,59.96359306934065,64.93974703476991,50.84395376194123,16,1,1,14,0.0625,0.020833333333333332,0.0625,0.40972222222222227,0.875,0.5694444444444445,14,6.333333333333333,14.0,0.0,2.0,0.0,16.0,21.0,3.0,2.0,0.0,26.0,26.0,,,,,,2.25,0.8999999999999999,0.44999999999999996,0.0,0.15,0.6,3.45
"Kuwait, the State of",2018,22.09477043373866,16.024308758447685,8.0,,,0.0,0.0,6.0,16.666666666666664,5.5555555555555545,81.30718550202663,70.3993215700162,68.13585366475114,94.47851733930212,17,6,1,10,0.35294117647058826,0.13848039215686275,0.058823529411764705,0.09599673202614378,0.5882352941176471,0.7655228758169935,10,9.666666666666666,12.0,5.0,0.0,0.0,17.0,33.0,8.0,2.0,0.0,43.0,43.0,,,,,,0.95,2.6,4.45,0.0,2.0,4.75,3.0
"Kuwait, the State of",2019,23.005975049977405,18.89303852112906,20.4,,,0.0,0.0,13.0,36.11111111111111,17.59259259259259,51.835430805442584,63.67815556860827,42.04506763957519,61.625793971309974,26,19,1,6,0.7307692307692307,0.3820701357466063,0.038461538461538464,0.053261689291101054,0.23076923076923078,0.5646681749622926,6,10.0,11.0,0.0,15.0,0.0,26.0,44.0,8.0,17.0,0.0,69.0,69.0,,,,,,5.5,14.9,0.0,0.0,0.0,14.9,21.4
"Kuwait, the State of",2020,28.60102620279102,24.567257228835697,30.4,,,0.0,0.0,20.0,55.55555555555556,36.11111111111111,45.782908791732865,59.64184169973402,28.532012781847538,63.03380480161819,38,27,5,6,0.7105263157894737,0.5980789076764309,0.13157894736842105,0.07628800508057475,0.15789473684210525,0.3256330872429944,6,7.333333333333333,11.0,15.0,5.0,7.0,38.0,55.0,23.0,22.0,7.0,107.0,107.0,,,,,,4.1,26.3,0.0,0.0,0.0,27.3,25.4
"Kuwait, the State of",2021,29.354633031821137,26.98721142819652,25.65,,,0.0,0.0,22.0,61.111111111111114,50.925925925925924,39.82872071466124,45.815686770612224,17.219455280263237,62.437986149059235,27,25,1,1,0.9259259259259259,0.7890738241615435,0.037037037037037035,0.06902584095566551,0.037037037037037035,0.14190033488279102,1,4.333333333333333,2.0,19.0,1.0,5.0,27.0,57.0,42.0,23.0,12.0,134.0,134.0,,,,,,1.65,24.0,0.0,0.0,0.0,25.0,19.65
"Kuwait, the State of",2022,20.125243252159148,26.026967495590437,15.65,,,0.0,0.0,10.0,27.77777777777778,48.14814814814815,52.01510514968463,45.87557821869291,41.77739521383892,62.252815085530344,27,12,4,11,0.4444444444444444,0.693632228719948,0.14814814814814814,0.10558804418453542,0.4074074074074074,0.20077972709551659,11,6.0,13.0,10.0,3.0,1.0,27.0,70.0,52.0,26.0,13.0,161.0,161.0,,,,,,3.45,12.05,0.15,0.0,0.0,11.15,14.65
"Kuwait, the State of",2023,9.22596420238124,19.568613495453842,4.15,,,0.0,0.0,3.0,8.333333333333332,32.40740740740741,31.54648767857287,41.13010451430625,-0.0,63.09297535714574,5,4,0,1,0.8,0.7234567901234569,0.0,0.06172839506172839,0.2,0.2148148148148148,1,4.333333333333333,0.0,3.0,1.0,1.0,5.0,70.0,55.0,27.0,14.0,166.0,166.0,,,,,,0.0,4.15,0.0,0.0,0.0,4.15,4.15
"Kuwait, the State of",2024,26.77403120294775,18.70841288582938,21.6,,,0.0,0.0,20.0,55.55555555555556,30.555555555555557,36.64793379251653,40.069842206924676,10.282878587928545,63.01298899710452,25,21,0,4,0.84,0.6948148148148148,0.0,0.04938271604938271,0.16,0.25580246913580246,4,5.333333333333333,4.0,20.0,0.0,1.0,25.0,74.0,75.0,27.0,15.0,191.0,191.0,,,,,,0.44999999999999996,21.0,0.15,0.0,0.0,20.0,21.75
"Kuwait, the State of",2025,17.311478553047895,17.770491319458962,14.1,,,0.0,0.0,7.0,19.444444444444446,27.777777777777782,52.52961498746169,40.2413454861837,45.172677760341685,59.8865522145817,26,12,0,14,0.46153846153846156,0.7005128205128206,0.0,0.0,0.5384615384615384,0.29948717948717946,14,6.333333333333333,13.0,7.0,4.0,2.0,26.0,87.0,82.0,31.0,17.0,217.0,217.0,,,,,,4.5,9.6,0.0,0.0,0.0,8.3,14.25
Kyrgyz Republic,2015,14.35764381031958,,3.65,0.6043010339673472,6.043010339673472,7.358347459306762,,0.0,0.0,,55.23193726815768,,53.747215006571444,56.71665952974392,5,3,1,1,0.6,,0.2,,0.2,,1,,4.0,0.0,1.0,0.0,5.0,4.0,0.0,1.0,0.0,5.0,5.0,6040036.0,0.8278096355717085,8.278096355717086,0.8278096355717085,8.278096355717086,1.0,0.15,2.5,0.0,2.5,1.15,0.0
Kyrgyz Republic,2016,14.904265579146525,14.630954694733052,2.65,0.4291263085518558,4.291263085518558,5.225310407833686,6.291828933570224,0.0,0.0,0.0,62.764379478106825,58.998158373132256,34.935017632816724,90.59374132339693,4,2,1,1,0.5,0.55,0.25,0.225,0.25,0.225,1,1.0,4.0,0.0,0.0,0.0,4.0,8.0,0.0,1.0,0.0,9.0,9.0,6175338.0,0.6477378242292163,6.477378242292163,1.4574101045157366,14.574101045157366,2.15,0.5,0.0,0.0,2.15,0.65,2.0
Kyrgyz Republic,2020,13.763125648899774,14.34167834612196,4.65,0.6912857558265726,6.912857558265726,8.417527853040658,7.000395240060368,0.0,0.0,0.0,49.87619057515738,55.95750244047397,37.5516208263755,62.200760323939264,7,3,3,1,0.42857142857142855,0.5095238095238095,0.42857142857142855,0.29285714285714287,0.14285714285714285,0.1976190476190476,1,1.0,0.0,0.0,7.0,0.0,7.0,8.0,0.0,8.0,0.0,16.0,16.0,6726596.0,1.040645223824948,10.40645223824948,2.378617654457024,23.78617654457024,0.0,3.65,1.0,0.0,2.0,2.65,0.0
Kyrgyz Republic,2021,22.356279048211363,17.007890092085887,7.65,1.116588802234462,11.165888022344621,13.596283829056446,9.079707363310263,0.0,0.0,0.0,81.1897566256798,64.61010889298133,73.23202288252972,89.14749036882989,9,7,1,1,0.7777777777777778,0.5687830687830688,0.1111111111111111,0.26322751322751325,0.1111111111111111,0.167989417989418,1,1.0,0.0,0.0,9.0,0.0,9.0,8.0,0.0,17.0,0.0,25.0,25.0,6851224.0,1.31363388498172,13.1363388498172,3.6489830138381114,36.489830138381116,2.15,1.5,4.0,0.0,5.0,2.15,1.65
Kyrgyz Republic,2022,0.7855639727698525,12.301656223293662,1.0,0.14336465373135185,1.4336465373135183,1.7456977172663388,7.919836466454481,0.0,0.0,0.0,-0.0,43.68864906694572,-0.0,-0.0,1,1,0,0,1.0,0.7354497354497355,0.0,0.1798941798941799,0.0,0.08465608465608465,0,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,9.0,0.0,17.0,0.0,26.0,26.0,6975220.0,0.14336465373135185,1.4336465373135183,3.727480997015148,37.27480997015148,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Kyrgyz Republic,2023,12.858672269049617,12.00017176334361,2.65,0.3732525793161731,3.732525793161731,4.544956924298864,6.628979490207215,0.0,0.0,0.0,54.06720826557563,45.08565496375181,47.80775118422014,60.32666534693112,4,2,1,1,0.5,0.7592592592592592,0.25,0.12037037037037036,0.25,0.12037037037037036,1,0.6666666666666666,0.0,0.0,4.0,0.0,4.0,9.0,0.0,21.0,0.0,30.0,30.0,7099750.0,0.5634001197225255,5.634001197225254,4.225500897918941,42.255008979189405,0.0,1.65,1.0,0.0,1.0,1.65,0.0
Kyrgyz Republic,2024,18.680284088410303,10.77484011007659,3.15,0.436009453238609,4.36009453238609,5.3091238838512504,3.8665928418054833,1.0,2.7777777777777777,0.9259259259259259,76.5947805922751,43.55399628595024,60.95292764329944,92.23663354125077,5,2,2,1,0.4,0.6333333333333334,0.4,0.21666666666666667,0.2,0.15,1,0.6666666666666666,1.0,0.0,4.0,0.0,5.0,10.0,0.0,25.0,0.0,35.0,35.0,7224614.0,0.6920784972041413,6.920784972041413,4.844549480428989,48.44549480428989,0.5,2.15,0.5,0.0,1.5,1.15,0.5
Kyrgyz Republic,2025,9.248858966980078,13.59593844148,1.15,0.1591780543569525,1.591780543569525,1.9382515766441073,3.930777461598073,0.0,0.0,0.9259259259259259,41.88322878745115,57.515072548433956,27.931468672609956,55.83498890229235,3,0,2,1,0.0,0.30000000000000004,0.6666666666666666,0.4388888888888889,0.3333333333333333,0.2611111111111111,1,1.0,0.0,0.0,3.0,0.0,3.0,10.0,0.0,28.0,0.0,38.0,38.0,7224614.0,0.4152470983224848,4.152470983224847,5.259796578751474,52.59796578751474,0.15,1.0,0.0,0.0,0.0,1.15,0.5
Lao People's Democratic Republic,2013,0.0,,0.5,,,0.0,,0.0,0.0,,-0.0,,-0.0,-0.0,1,0,1,0,0.0,,1.0,,0.0,,0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,0.5,0.0,0.0,0.0,0.0,0.0,0.5
Lao People's Democratic Republic,2017,0.0,0.0,0.15,,,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1,0,0,1,0.0,0.0,0.0,0.5,1.0,0.5,1,0.5,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,,,,,,0.15,0.0,0.0,0.0,0.0,0.0,0.15
Lao People's Democratic Republic,2018,0.9722222222222221,0.324074074074074,1.0,,,0.0,0.0,1.0,2.7777777777777777,0.9259259259259259,-0.0,-0.0,-0.0,-0.0,1,1,0,0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,3.0,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Lao People's Democratic Republic,2024,0.0,0.324074074074074,1.0,,,0.0,0.0,0.0,0.0,0.9259259259259259,-0.0,-0.0,-0.0,-0.0,2,0,2,0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.3333333333333333,0,0.3333333333333333,2.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,5.0,5.0,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Latvia,1999,61.19310354009196,,18.3,7.655359881396304,76.55359881396303,93.2164513496351,,15.0,41.66666666666667,,23.311835497114146,,23.35417633398403,23.269494660244263,29,16,1,12,0.5517241379310345,,0.034482758620689655,,0.41379310344827586,,12,,14.0,15.0,0.0,0.0,29.0,14.0,15.0,0.0,0.0,29.0,29.0,2390482.0,12.131444620791957,121.31444620791957,12.131444620791957,121.31444620791957,1.45,16.7,0.15,0.0,0.44999999999999996,17.55,0.6
Latvia,2000,9.900307168392768,35.54670535424236,0.75,0.31678317247787796,3.1678317247787797,3.857350097600002,48.53690072361755,0.0,0.0,20.833333333333336,40.822498122363825,32.067166809738985,36.09640474436813,45.54859150035953,5,0,0,5,0.0,0.27586206896551724,0.0,0.017241379310344827,1.0,0.7068965517241379,5,8.5,5.0,0.0,0.0,0.0,5.0,19.0,15.0,0.0,0.0,34.0,34.0,2367550.0,2.1118878165191863,21.118878165191866,14.360837152330468,143.60837152330467,0.15,0.6,0.0,0.0,0.15,0.6,0.0
Latvia,2001,20.251972728406837,30.44846114563052,6.15,2.6313875327853773,26.313875327853772,32.04142087794112,43.038407441725404,6.0,16.666666666666664,19.444444444444446,-0.0,21.378111206492658,-0.0,-0.0,7,6,0,1,0.8571428571428571,0.46962233169129713,0.0,0.011494252873563218,0.14285714285714285,0.5188834154351395,1,6.0,1.0,6.0,0.0,0.0,7.0,20.0,21.0,0.0,0.0,41.0,41.0,2337170.0,2.995075240568722,29.95075240568722,17.542583551902514,175.42583551902516,0.0,6.15,0.0,0.0,0.0,6.15,0.0
Latvia,2002,20.75222830563602,16.968169400811874,3.3,1.4284644483335232,14.284644483335232,17.39387681516523,17.76421593023545,3.0,8.333333333333332,8.333333333333332,50.041585360725,30.288027827696272,44.24818181915765,55.83498890229235,5,3,0,2,0.6,0.4857142857142857,0.0,0.0,0.4,0.5142857142857143,2,2.6666666666666665,2.0,3.0,0.0,0.0,5.0,22.0,24.0,0.0,0.0,46.0,46.0,2310173.0,2.164340073232611,21.643400732326107,19.911928673740018,199.1192867374002,0.0,2.3,1.0,0.0,1.0,2.3,0.0
Liberia,2018,0.16622199695626405,,0.15,0.030335351240897878,0.3033535124089788,0.3693822154583645,,0.0,0.0,,-0.0,,-0.0,-0.0,1,0,0,1,0.0,,0.0,,1.0,,1,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4944726.0,0.20223567493931918,2.0223567493931918,0.20223567493931918,2.0223567493931918,0.15,0.0,0.0,0.0,0.0,0.0,0.15
"Macao, China",1999,8.035261738095814,,3.0,,,0.0,,3.0,8.333333333333332,,25.592975357145736,,-0.0,51.18595071429147,3,3,0,0,1.0,,0.0,,0.0,,0,,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,,,,,,0.0,3.0,0.0,0.0,0.0,3.0,1.0
"Macao, China",2001,4.496781151521958,6.266021444808886,1.15,,,0.0,0.0,1.0,2.7777777777777777,5.555555555555555,17.62279464649868,21.607885001822208,-0.0,35.24558929299736,2,1,0,1,0.5,0.75,0.0,0.0,0.5,0.25,1,0.5,1.0,1.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,5.0,5.0,,,,,,0.0,1.15,0.0,0.0,0.0,0.15,1.0
"Macao, China",2004,2.916666666666666,5.149569852094813,3.0,,,0.0,0.0,3.0,8.333333333333332,6.481481481481481,-0.0,14.405256667881472,-0.0,-0.0,3,3,0,0,1.0,0.8333333333333334,0.0,0.0,0.0,0.16666666666666666,0,0.3333333333333333,0.0,3.0,0.0,0.0,3.0,1.0,7.0,0.0,0.0,8.0,8.0,,,,,,0.0,3.0,0.0,0.0,0.0,3.0,0.0
"Macao, China",2005,0.9722222222222221,2.795223346803615,1.0,,,0.0,0.0,1.0,2.7777777777777777,4.62962962962963,-0.0,5.874264882166226,-0.0,-0.0,1,1,0,0,1.0,0.8333333333333334,0.0,0.0,0.0,0.16666666666666666,0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,1.0,9.0,9.0,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Macao, China",2006,0.9722222222222221,1.6203703703703702,1.0,,,0.0,0.0,1.0,2.7777777777777777,4.629629629629629,-0.0,-0.0,-0.0,-0.0,1,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,8.0,0.0,1.0,10.0,10.0,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Macao, China",2008,0.9722222222222221,0.9722222222222221,1.0,,,0.0,0.0,1.0,2.7777777777777777,2.7777777777777777,-0.0,-0.0,-0.0,-0.0,1,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,9.0,0.0,1.0,11.0,11.0,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Macao, China",2013,0.0,0.648148148148148,0.15,,,0.0,0.0,0.0,0.0,1.8518518518518519,-0.0,-0.0,-0.0,-0.0,1,0,0,1,0.0,0.6666666666666666,0.0,0.0,1.0,0.3333333333333333,1,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,2.0,9.0,0.0,1.0,12.0,12.0,,,,,,0.15,0.0,0.0,0.0,0.0,0.0,0.15
"Macao, China",2014,14.423207962531952,5.131810061584725,5.0,,,0.0,0.0,3.0,8.333333333333332,3.7037037037037037,57.53270647932643,19.177568826442144,36.096404744368115,78.96900821428474,5,5,0,0,1.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0,0.3333333333333333,3.0,1.0,1.0,0.0,5.0,5.0,10.0,1.0,1.0,17.0,17.0,,,,,,4.0,0.0,1.0,0.0,1.0,1.0,4.0
"Macao, China",2015,0.0,4.807735987510651,1.0,,,0.0,0.0,0.0,0.0,2.7777777777777772,-0.0,19.177568826442144,-0.0,-0.0,1,1,0,0,1.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,6.0,10.0,1.0,1.0,18.0,18.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,2.0
"Macao, China",2016,11.35750303535162,8.593570332627857,3.0,,,0.0,0.0,1.0,2.7777777777777777,3.7037037037037037,51.926404065646985,36.486370181657804,45.91479170272447,57.9380164285695,3,3,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,1.0,0.0,3.0,8.0,10.0,2.0,1.0,21.0,21.0,,,,,,2.0,1.0,0.0,0.0,0.0,1.0,2.0
"Macao, China",2017,7.259348822589001,6.205617285980207,1.15,,,0.0,0.0,1.0,2.7777777777777777,1.8518518518518519,31.43563300183389,27.78734568916029,-0.0,62.87126600366778,2,1,0,1,0.5,0.8333333333333334,0.0,0.0,0.5,0.16666666666666666,1,0.3333333333333333,2.0,0.0,0.0,0.0,2.0,10.0,10.0,2.0,1.0,23.0,23.0,,,,,,1.15,0.0,0.0,0.0,1.0,0.0,1.15
"Macao, China",2018,0.0,6.205617285980207,2.0,,,0.0,0.0,0.0,0.0,1.8518518518518519,-0.0,27.78734568916029,-0.0,-0.0,2,2,0,0,1.0,0.8333333333333334,0.0,0.0,0.0,0.16666666666666666,0,0.3333333333333333,2.0,0.0,0.0,0.0,2.0,12.0,10.0,2.0,1.0,25.0,25.0,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,2.0
"Macao, China",2019,11.309297535714576,6.1895487861011915,2.0,,,0.0,0.0,0.0,0.0,0.9259259259259259,56.54648767857287,29.327373560135584,50.0,63.09297535714574,2,2,0,0,1.0,0.8333333333333334,0.0,0.0,0.0,0.16666666666666666,0,0.3333333333333333,1.0,0.0,1.0,0.0,2.0,13.0,10.0,3.0,1.0,27.0,27.0,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0
"Macao, China",2020,0.0,3.769765845238192,1.0,,,0.0,0.0,0.0,0.0,0.0,-0.0,18.848829226190954,-0.0,-0.0,1,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,14.0,10.0,3.0,1.0,28.0,28.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0
"Macao, China",2023,12.281519757936797,7.863605764550457,2.0,,,0.0,0.0,1.0,2.7777777777777777,0.9259259259259259,56.54648767857287,37.697658452381916,50.0,63.09297535714574,2,2,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,2.0,14.0,11.0,4.0,1.0,30.0,30.0,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0
"Macao, China",2024,0.0,4.093839919312265,1.0,,,0.0,0.0,0.0,0.0,0.9259259259259259,-0.0,18.848829226190958,-0.0,-0.0,1,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,11.0,4.0,1.0,31.0,31.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Madagascar,2008,11.750319186747138,,1.5,0.0716885619465643,0.716885619465643,0.872924780878929,,1.0,2.7777777777777777,,51.926404065646985,,45.91479170272447,57.9380164285695,2,1,1,0,0.5,,0.5,,0.0,,0,,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,20923840.0,0.09558474926208574,0.9558474926208573,0.09558474926208574,0.9558474926208573,1.0,0.5,0.0,0.0,0.0,0.5,1.0
Madagascar,2010,10.32239449324392,11.036356839995529,3.3,0.14876028587219056,1.4876028587219057,1.811398309890246,1.3421615453845874,1.0,2.7777777777777777,2.7777777777777777,42.67521515785543,47.300809611751205,46.63538063345183,38.715049682259036,7,1,4,2,0.14285714285714285,0.3214285714285714,0.5714285714285714,0.5357142857142857,0.2857142857142857,0.14285714285714285,2,1.0,6.0,1.0,0.0,0.0,7.0,8.0,1.0,0.0,0.0,9.0,9.0,22183340.0,0.3155521215470709,3.155521215470709,0.4057098705605197,4.057098705605197,1.15,2.15,0.0,0.0,0.5,2.8,0.0
Madagascar,2011,7.424631063158923,9.83244824771666,2.0,0.0876335864483422,0.8763358644834219,1.0670813749210653,1.25046815523008,2.0,5.555555555555555,3.7037037037037037,25.0,39.86720640783414,50.0,-0.0,2,2,0,0,1.0,0.5476190476190476,0.0,0.35714285714285715,0.0,0.09523809523809523,0,0.6666666666666666,0.0,2.0,0.0,0.0,2.0,8.0,3.0,0.0,0.0,11.0,11.0,22822300.0,0.0876335864483422,0.8763358644834219,0.48198472546588206,4.8198472546588205,1.0,0.0,1.0,0.0,2.0,0.0,0.0
Madagascar,2015,6.945025697617915,8.230683751340253,2.95,0.11601976536319968,1.160197653631997,1.4127292486740912,1.4304029778284673,0.0,0.0,2.7777777777777772,31.54648767857287,33.073900945476105,-0.0,63.09297535714574,8,0,5,3,0.0,0.38095238095238093,0.625,0.3988095238095238,0.375,0.22023809523809523,3,1.6666666666666667,8.0,0.0,0.0,0.0,8.0,16.0,3.0,0.0,0.0,19.0,19.0,25426702.0,0.31462987217138894,3.14629872171389,0.7472459464070488,7.4724594640704876,2.95,0.0,0.0,0.0,2.95,0.0,2.95
Madagascar,2016,8.397158972269956,7.588938577682264,1.3,0.04980852072065113,0.49808520720651134,0.6064997100707183,1.0287701112219583,1.0,2.7777777777777777,2.7777777777777772,35.76005940257956,30.768849027050805,38.967491864604256,32.552626940554866,3,1,0,2,0.3333333333333333,0.4444444444444444,0.0,0.20833333333333334,0.6666666666666666,0.34722222222222215,2,1.6666666666666667,2.0,1.0,0.0,0.0,3.0,18.0,4.0,0.0,0.0,22.0,22.0,26099952.0,0.11494274012457954,1.1494274012457955,0.84291342758025,8.4291342758025,0.3,1.0,0.0,0.0,0.0,1.15,0.15
Madagascar,2017,18.888229139707732,11.410137936531868,9.05,0.3378331085778813,3.3783310857788127,4.113667289055277,2.0442987492666957,6.0,16.666666666666664,6.481481481481481,56.018727631497626,41.10842490421668,49.681363479418785,62.35609178357646,17,6,4,7,0.35294117647058826,0.22875816993464052,0.23529411764705882,0.286764705882353,0.4117647058823529,0.48447712418300654,7,4.0,11.0,3.0,0.0,3.0,17.0,29.0,7.0,0.0,3.0,39.0,39.0,26788375.0,0.6346036293728157,6.346036293728156,1.4558553850317535,14.558553850317535,0.0,4.95,4.1,0.0,5.1,3.95,0.0
